Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Felt;Trafikkmengde;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-01T00:00+01:00;2023-01-02T00:00+01:00;01.01.2023;1;4645;100;24;24;0;2;99,96;4467;176;53;39;82;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-01T00:00+01:00;2023-01-02T00:00+01:00;01.01.2023;2;4474;100;24;24;0;0;100;4300;174;51;40;82;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-01T00:00+01:00;2023-01-02T00:00+01:00;01.01.2023;Totalt i retning KvalÃ¸ya;4649;100;24;24;0;1;99,98;4472;176;53;39;82;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-01T00:00+01:00;2023-01-02T00:00+01:00;01.01.2023;Totalt i retning TromsÃ¸;4470;100;24;24;0;1;99,98;4295;174;51;40;82;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-01T00:00+01:00;2023-01-02T00:00+01:00;01.01.2023;Totalt;9119;100;24;24;0;2;99,98;8767;350;104;79;164;3;3;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-02T00:00+01:00;2023-01-03T00:00+01:00;02.01.2023;1;7438;100;24;24;0;1;99,99;7029;408;98;102;194;14;14;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-02T00:00+01:00;2023-01-03T00:00+01:00;02.01.2023;2;7614;100;24;24;0;0;100;7186;428;115;107;194;12;12;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-02T00:00+01:00;2023-01-03T00:00+01:00;02.01.2023;Totalt i retning KvalÃ¸ya;7462;100;24;24;0;1;99,99;7052;409;99;102;194;14;14;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-02T00:00+01:00;2023-01-03T00:00+01:00;02.01.2023;Totalt i retning TromsÃ¸;7590;100;24;24;0;0;100;7163;427;114;107;194;12;12;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-02T00:00+01:00;2023-01-03T00:00+01:00;02.01.2023;Totalt;15052;100;24;24;0;1;99,99;14215;836;213;209;388;26;26;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-03T00:00+01:00;2023-01-04T00:00+01:00;03.01.2023;1;7947;100;24;24;0;1;99,99;7496;450;126;108;204;12;12;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-03T00:00+01:00;2023-01-04T00:00+01:00;03.01.2023;2;7890;100;24;24;0;0;100;7448;442;113;117;201;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-03T00:00+01:00;2023-01-04T00:00+01:00;03.01.2023;Totalt i retning KvalÃ¸ya;7947;100;24;24;0;1;99,99;7496;450;126;108;204;12;12;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-03T00:00+01:00;2023-01-04T00:00+01:00;03.01.2023;Totalt i retning TromsÃ¸;7890;100;24;24;0;0;100;7448;442;113;117;201;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-03T00:00+01:00;2023-01-04T00:00+01:00;03.01.2023;Totalt;15837;100;24;24;0;1;99,99;14944;892;239;225;405;23;23;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-04T00:00+01:00;2023-01-05T00:00+01:00;04.01.2023;1;8652;100;24;24;0;0;100;8161;491;150;116;209;16;16;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-04T00:00+01:00;2023-01-05T00:00+01:00;04.01.2023;2;8631;100;24;24;0;0;100;8140;491;152;116;206;17;17;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-04T00:00+01:00;2023-01-05T00:00+01:00;04.01.2023;Totalt i retning KvalÃ¸ya;8652;100;24;24;0;0;100;8161;491;150;116;209;16;16;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-04T00:00+01:00;2023-01-05T00:00+01:00;04.01.2023;Totalt i retning TromsÃ¸;8631;100;24;24;0;0;100;8140;491;152;116;206;17;17;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-04T00:00+01:00;2023-01-05T00:00+01:00;04.01.2023;Totalt;17283;100;24;24;0;0;100;16301;982;302;232;415;33;33;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-05T00:00+01:00;2023-01-06T00:00+01:00;05.01.2023;1;7395;100;24;24;0;0;100;6928;467;130;115;214;8;8;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-05T00:00+01:00;2023-01-06T00:00+01:00;05.01.2023;2;7407;100;24;24;0;0;100;6901;506;139;145;213;9;9;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-05T00:00+01:00;2023-01-06T00:00+01:00;05.01.2023;Totalt i retning KvalÃ¸ya;7394;100;24;24;0;0;100;6927;467;130;115;214;8;8;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-05T00:00+01:00;2023-01-06T00:00+01:00;05.01.2023;Totalt i retning TromsÃ¸;7408;100;24;24;0;0;100;6902;506;139;145;213;9;9;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-05T00:00+01:00;2023-01-06T00:00+01:00;05.01.2023;Totalt;14802;100;24;24;0;0;100;13829;973;269;260;427;17;17;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-06T00:00+01:00;2023-01-07T00:00+01:00;06.01.2023;1;7450;100;24;24;0;0;100;7001;449;112;118;207;12;12;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-06T00:00+01:00;2023-01-07T00:00+01:00;06.01.2023;2;7153;100;24;24;0;1;99,99;6700;452;122;108;209;13;13;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-06T00:00+01:00;2023-01-07T00:00+01:00;06.01.2023;Totalt i retning KvalÃ¸ya;7449;100;24;24;0;0;100;7000;449;112;118;207;12;12;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-06T00:00+01:00;2023-01-07T00:00+01:00;06.01.2023;Totalt i retning TromsÃ¸;7154;100;24;24;0;1;99,99;6701;452;122;108;209;13;13;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-06T00:00+01:00;2023-01-07T00:00+01:00;06.01.2023;Totalt;14603;100;24;24;0;1;99,99;13701;901;234;226;416;25;25;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-07T00:00+01:00;2023-01-08T00:00+01:00;07.01.2023;1;5389;100;24;24;0;0;100;5162;227;60;55;112;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-07T00:00+01:00;2023-01-08T00:00+01:00;07.01.2023;2;5377;100;24;24;0;0;100;5153;224;60;54;109;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-07T00:00+01:00;2023-01-08T00:00+01:00;07.01.2023;Totalt i retning KvalÃ¸ya;5389;100;24;24;0;0;100;5162;227;60;55;112;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-07T00:00+01:00;2023-01-08T00:00+01:00;07.01.2023;Totalt i retning TromsÃ¸;5377;100;24;24;0;0;100;5153;224;60;54;109;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-07T00:00+01:00;2023-01-08T00:00+01:00;07.01.2023;Totalt;10766;100;24;24;0;0;100;10315;451;120;109;221;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-08T00:00+01:00;2023-01-09T00:00+01:00;08.01.2023;1;4404;100;24;24;0;0;100;4236;168;42;37;86;3;3;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-08T00:00+01:00;2023-01-09T00:00+01:00;08.01.2023;2;4700;100;24;24;0;0;100;4529;171;39;43;88;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-08T00:00+01:00;2023-01-09T00:00+01:00;08.01.2023;Totalt i retning KvalÃ¸ya;4404;100;24;24;0;0;100;4236;168;42;37;86;3;3;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-08T00:00+01:00;2023-01-09T00:00+01:00;08.01.2023;Totalt i retning TromsÃ¸;4700;100;24;24;0;0;100;4529;171;39;43;88;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-08T00:00+01:00;2023-01-09T00:00+01:00;08.01.2023;Totalt;9104;100;24;24;0;0;100;8765;339;81;80;174;4;4;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-09T00:00+01:00;2023-01-10T00:00+01:00;09.01.2023;1;7197;100;24;24;0;0;100;6756;441;119;105;201;16;16;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-09T00:00+01:00;2023-01-10T00:00+01:00;09.01.2023;2;7270;100;24;24;0;0;100;6817;453;122;113;202;16;16;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-09T00:00+01:00;2023-01-10T00:00+01:00;09.01.2023;Totalt i retning KvalÃ¸ya;7198;100;24;24;0;0;100;6757;441;119;105;201;16;16;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-09T00:00+01:00;2023-01-10T00:00+01:00;09.01.2023;Totalt i retning TromsÃ¸;7269;100;24;24;0;0;100;6816;453;122;113;202;16;16;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-09T00:00+01:00;2023-01-10T00:00+01:00;09.01.2023;Totalt;14467;100;24;24;0;0;100;13573;894;241;218;403;32;32;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-10T00:00+01:00;2023-01-11T00:00+01:00;10.01.2023;1;7420;100;24;24;0;0;100;6942;478;129;137;199;13;13;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-10T00:00+01:00;2023-01-11T00:00+01:00;10.01.2023;2;7365;100;24;24;0;0;100;6887;478;130;143;196;9;9;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-10T00:00+01:00;2023-01-11T00:00+01:00;10.01.2023;Totalt i retning KvalÃ¸ya;7422;100;24;24;0;0;100;6944;478;129;137;199;13;13;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-10T00:00+01:00;2023-01-11T00:00+01:00;10.01.2023;Totalt i retning TromsÃ¸;7363;100;24;24;0;0;100;6885;478;130;143;196;9;9;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-10T00:00+01:00;2023-01-11T00:00+01:00;10.01.2023;Totalt;14785;100;24;24;0;0;100;13829;956;259;280;395;22;22;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-11T00:00+01:00;2023-01-12T00:00+01:00;11.01.2023;1;7281;100;24;24;0;0;100;6831;450;133;101;202;14;14;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-11T00:00+01:00;2023-01-12T00:00+01:00;11.01.2023;2;7304;100;24;24;0;1;99,99;6841;462;124;122;199;17;17;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-11T00:00+01:00;2023-01-12T00:00+01:00;11.01.2023;Totalt i retning KvalÃ¸ya;7281;100;24;24;0;0;100;6831;450;133;101;202;14;14;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-11T00:00+01:00;2023-01-12T00:00+01:00;11.01.2023;Totalt i retning TromsÃ¸;7304;100;24;24;0;1;99,99;6841;462;124;122;199;17;17;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-11T00:00+01:00;2023-01-12T00:00+01:00;11.01.2023;Totalt;14585;100;24;24;0;1;99,99;13672;912;257;223;401;31;31;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-12T00:00+01:00;2023-01-13T00:00+01:00;12.01.2023;1;7542;100;24;24;0;0;100;7103;439;120;106;206;7;7;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-12T00:00+01:00;2023-01-13T00:00+01:00;12.01.2023;2;7485;100;24;24;0;0;100;7020;465;123;125;210;7;7;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-12T00:00+01:00;2023-01-13T00:00+01:00;12.01.2023;Totalt i retning KvalÃ¸ya;7542;100;24;24;0;0;100;7103;439;120;106;206;7;7;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-12T00:00+01:00;2023-01-13T00:00+01:00;12.01.2023;Totalt i retning TromsÃ¸;7485;100;24;24;0;0;100;7020;465;123;125;210;7;7;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-12T00:00+01:00;2023-01-13T00:00+01:00;12.01.2023;Totalt;15027;100;24;24;0;0;100;14123;904;243;231;416;14;14;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-13T00:00+01:00;2023-01-14T00:00+01:00;13.01.2023;1;7608;100;24;24;0;0;100;7135;473;126;124;208;15;15;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-13T00:00+01:00;2023-01-14T00:00+01:00;13.01.2023;2;7353;100;24;24;0;2;99,97;6894;457;119;115;206;17;17;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-13T00:00+01:00;2023-01-14T00:00+01:00;13.01.2023;Totalt i retning KvalÃ¸ya;7608;100;24;24;0;0;100;7135;473;126;124;208;15;15;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-13T00:00+01:00;2023-01-14T00:00+01:00;13.01.2023;Totalt i retning TromsÃ¸;7353;100;24;24;0;2;99,97;6894;457;119;115;206;17;17;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-13T00:00+01:00;2023-01-14T00:00+01:00;13.01.2023;Totalt;14961;100;24;24;0;2;99,99;14029;930;245;239;414;32;32;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-14T00:00+01:00;2023-01-15T00:00+01:00;14.01.2023;1;5633;100;24;24;0;0;100;5428;205;46;49;108;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-14T00:00+01:00;2023-01-15T00:00+01:00;14.01.2023;2;5625;100;24;24;0;0;100;5420;205;39;52;111;3;3;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-14T00:00+01:00;2023-01-15T00:00+01:00;14.01.2023;Totalt i retning KvalÃ¸ya;5633;100;24;24;0;0;100;5428;205;46;49;108;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-14T00:00+01:00;2023-01-15T00:00+01:00;14.01.2023;Totalt i retning TromsÃ¸;5625;100;24;24;0;0;100;5420;205;39;52;111;3;3;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-14T00:00+01:00;2023-01-15T00:00+01:00;14.01.2023;Totalt;11258;100;24;24;0;0;100;10848;410;85;101;219;5;5;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-15T00:00+01:00;2023-01-16T00:00+01:00;15.01.2023;1;4867;100;24;24;0;0;100;4660;207;61;52;91;3;3;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-15T00:00+01:00;2023-01-16T00:00+01:00;15.01.2023;2;5060;100;24;24;0;0;100;4874;186;52;46;88;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-15T00:00+01:00;2023-01-16T00:00+01:00;15.01.2023;Totalt i retning KvalÃ¸ya;4866;100;24;24;0;0;100;4660;206;60;52;91;3;3;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-15T00:00+01:00;2023-01-16T00:00+01:00;15.01.2023;Totalt i retning TromsÃ¸;5061;100;24;24;0;0;100;4874;187;53;46;88;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-15T00:00+01:00;2023-01-16T00:00+01:00;15.01.2023;Totalt;9927;100;24;24;0;0;100;9534;393;113;98;179;3;3;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-16T00:00+01:00;2023-01-17T00:00+01:00;16.01.2023;1;7392;100;24;24;0;0;100;6927;465;118;126;203;18;18;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-16T00:00+01:00;2023-01-17T00:00+01:00;16.01.2023;2;7514;100;24;24;0;0;100;7025;489;130;131;210;18;18;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-16T00:00+01:00;2023-01-17T00:00+01:00;16.01.2023;Totalt i retning KvalÃ¸ya;7392;100;24;24;0;0;100;6927;465;118;126;203;18;18;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-16T00:00+01:00;2023-01-17T00:00+01:00;16.01.2023;Totalt i retning TromsÃ¸;7514;100;24;24;0;0;100;7025;489;130;131;210;18;18;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-16T00:00+01:00;2023-01-17T00:00+01:00;16.01.2023;Totalt;14906;100;24;24;0;0;100;13952;954;248;257;413;36;36;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-17T00:00+01:00;2023-01-18T00:00+01:00;17.01.2023;1;7358;100;24;24;0;1;99,99;6875;482;139;125;203;15;15;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-17T00:00+01:00;2023-01-18T00:00+01:00;17.01.2023;2;7350;100;24;24;0;0;100;6873;477;136;120;204;17;17;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-17T00:00+01:00;2023-01-18T00:00+01:00;17.01.2023;Totalt i retning KvalÃ¸ya;7358;100;24;24;0;1;99,99;6875;482;139;125;203;15;15;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-17T00:00+01:00;2023-01-18T00:00+01:00;17.01.2023;Totalt i retning TromsÃ¸;7350;100;24;24;0;0;100;6873;477;136;120;204;17;17;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-17T00:00+01:00;2023-01-18T00:00+01:00;17.01.2023;Totalt;14708;100;24;24;0;1;99,99;13748;959;275;245;407;32;32;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-18T00:00+01:00;2023-01-19T00:00+01:00;18.01.2023;1;7462;100;24;24;0;0;100;7009;453;128;112;202;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-18T00:00+01:00;2023-01-19T00:00+01:00;18.01.2023;2;7397;100;24;24;0;0;100;6934;463;133;119;200;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-18T00:00+01:00;2023-01-19T00:00+01:00;18.01.2023;Totalt i retning KvalÃ¸ya;7461;100;24;24;0;0;100;7008;453;128;112;202;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-18T00:00+01:00;2023-01-19T00:00+01:00;18.01.2023;Totalt i retning TromsÃ¸;7398;100;24;24;0;0;100;6935;463;133;119;200;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-18T00:00+01:00;2023-01-19T00:00+01:00;18.01.2023;Totalt;14859;100;24;24;0;0;100;13943;916;261;231;402;22;22;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-19T00:00+01:00;2023-01-20T00:00+01:00;19.01.2023;1;7716;100;24;24;0;0;100;7232;484;132;122;213;17;17;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-19T00:00+01:00;2023-01-20T00:00+01:00;19.01.2023;2;7757;100;24;24;0;0;100;7260;497;142;125;216;14;14;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-19T00:00+01:00;2023-01-20T00:00+01:00;19.01.2023;Totalt i retning KvalÃ¸ya;7716;100;24;24;0;0;100;7232;484;132;122;213;17;17;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-19T00:00+01:00;2023-01-20T00:00+01:00;19.01.2023;Totalt i retning TromsÃ¸;7757;100;24;24;0;0;100;7260;497;142;125;216;14;14;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-19T00:00+01:00;2023-01-20T00:00+01:00;19.01.2023;Totalt;15473;100;24;24;0;0;100;14492;981;274;247;429;31;31;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-20T00:00+01:00;2023-01-21T00:00+01:00;20.01.2023;1;7720;100;24;24;0;1;99,99;7252;467;113;136;209;9;9;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-20T00:00+01:00;2023-01-21T00:00+01:00;20.01.2023;2;7529;100;24;24;0;0;100;7062;467;118;127;209;13;13;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-20T00:00+01:00;2023-01-21T00:00+01:00;20.01.2023;Totalt i retning KvalÃ¸ya;7720;100;24;24;0;1;99,99;7252;467;113;136;209;9;9;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-20T00:00+01:00;2023-01-21T00:00+01:00;20.01.2023;Totalt i retning TromsÃ¸;7529;100;24;24;0;0;100;7062;467;118;127;209;13;13;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-20T00:00+01:00;2023-01-21T00:00+01:00;20.01.2023;Totalt;15249;100;24;24;0;1;99,99;14314;934;231;263;418;22;22;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-21T00:00+01:00;2023-01-22T00:00+01:00;21.01.2023;1;5836;100;24;24;0;0;100;5627;209;55;49;104;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-21T00:00+01:00;2023-01-22T00:00+01:00;21.01.2023;2;5843;100;24;24;0;0;100;5634;209;54;48;105;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-21T00:00+01:00;2023-01-22T00:00+01:00;21.01.2023;Totalt i retning KvalÃ¸ya;5836;100;24;24;0;0;100;5627;209;55;49;104;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-21T00:00+01:00;2023-01-22T00:00+01:00;21.01.2023;Totalt i retning TromsÃ¸;5843;100;24;24;0;0;100;5634;209;54;48;105;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-21T00:00+01:00;2023-01-22T00:00+01:00;21.01.2023;Totalt;11679;100;24;24;0;0;100;11261;418;109;97;209;3;3;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-22T00:00+01:00;2023-01-23T00:00+01:00;22.01.2023;1;4758;100;24;24;0;1;99,98;4569;188;54;45;88;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-22T00:00+01:00;2023-01-23T00:00+01:00;22.01.2023;2;4928;100;24;24;0;0;100;4727;201;55;59;87;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-22T00:00+01:00;2023-01-23T00:00+01:00;22.01.2023;Totalt i retning KvalÃ¸ya;4758;100;24;24;0;1;99,98;4569;188;54;45;88;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-22T00:00+01:00;2023-01-23T00:00+01:00;22.01.2023;Totalt i retning TromsÃ¸;4928;100;24;24;0;0;100;4727;201;55;59;87;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-22T00:00+01:00;2023-01-23T00:00+01:00;22.01.2023;Totalt;9686;100;24;24;0;1;99,99;9296;389;109;104;175;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-23T00:00+01:00;2023-01-24T00:00+01:00;23.01.2023;1;7028;100;24;24;0;0;100;6580;448;110;122;200;16;16;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-23T00:00+01:00;2023-01-24T00:00+01:00;23.01.2023;2;7074;100;24;24;0;0;100;6626;448;108;123;200;17;17;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-23T00:00+01:00;2023-01-24T00:00+01:00;23.01.2023;Totalt i retning KvalÃ¸ya;7029;100;24;24;0;0;100;6581;448;110;122;200;16;16;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-23T00:00+01:00;2023-01-24T00:00+01:00;23.01.2023;Totalt i retning TromsÃ¸;7073;100;24;24;0;0;100;6625;448;108;123;200;17;17;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-23T00:00+01:00;2023-01-24T00:00+01:00;23.01.2023;Totalt;14102;100;24;24;0;0;100;13206;896;218;245;400;33;33;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-24T00:00+01:00;2023-01-25T00:00+01:00;24.01.2023;1;7116;100;24;24;0;0;100;6627;489;127;132;210;20;20;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-24T00:00+01:00;2023-01-25T00:00+01:00;24.01.2023;2;7095;100;24;24;0;3;99,96;6595;497;131;139;209;18;18;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-24T00:00+01:00;2023-01-25T00:00+01:00;24.01.2023;Totalt i retning KvalÃ¸ya;7115;100;24;24;0;0;100;6626;489;127;132;210;20;20;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-24T00:00+01:00;2023-01-25T00:00+01:00;24.01.2023;Totalt i retning TromsÃ¸;7096;100;24;24;0;3;99,96;6596;497;131;139;209;18;18;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-24T00:00+01:00;2023-01-25T00:00+01:00;24.01.2023;Totalt;14211;100;24;24;0;3;99,98;13222;986;258;271;419;38;38;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-25T00:00+01:00;2023-01-26T00:00+01:00;25.01.2023;1;7551;100;24;24;0;1;99,99;7077;473;138;113;209;13;13;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-25T00:00+01:00;2023-01-26T00:00+01:00;25.01.2023;2;7548;100;24;24;0;4;99,95;7064;480;129;124;209;18;18;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-25T00:00+01:00;2023-01-26T00:00+01:00;25.01.2023;Totalt i retning KvalÃ¸ya;7550;100;24;24;0;1;99,99;7076;473;138;113;209;13;13;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-25T00:00+01:00;2023-01-26T00:00+01:00;25.01.2023;Totalt i retning TromsÃ¸;7549;100;24;24;0;4;99,95;7065;480;129;124;209;18;18;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-25T00:00+01:00;2023-01-26T00:00+01:00;25.01.2023;Totalt;15099;100;24;24;0;5;99,97;14141;953;267;237;418;31;31;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-26T00:00+01:00;2023-01-27T00:00+01:00;26.01.2023;1;7364;100;24;24;0;32;99,57;6850;482;132;130;203;17;17;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-26T00:00+01:00;2023-01-27T00:00+01:00;26.01.2023;2;7355;100;24;24;0;1;99,99;6860;494;136;137;207;14;14;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-26T00:00+01:00;2023-01-27T00:00+01:00;26.01.2023;Totalt i retning KvalÃ¸ya;7368;100;24;24;0;32;99,57;6854;482;132;130;203;17;17;0
